(2,DOWN,453.0)
(7,UP,456.5)
(6,DOWN,458.0)
(2,DOWN,461.0)
(1,DOWN,462.5)
(4,UP,469.5)
(3,DOWN,476.5)
(4,UP,478.0)
(7,UP,480.5)
(5,DOWN,482.5)
(8,UP,487.5)
(3,DOWN,496.5)
(4,UP,500.5)
(10,UP,509.0)
(7,DOWN,511.5)
(2,DOWN,515.0)
(7,UP,518.5)
(3,DOWN,524.0)
(2,DOWN,530.5)
(2,STILL,537.0)
(4,UP,541.0)
(10,UP,545.0)
(8,DOWN,547.0)
(9,UP,550.5)
(10,UP,554.5)
(5,DOWN,562.5)
(9,UP,565.5)
(5,DOWN,568.5)
(6,UP,570.0)
(5,DOWN,571.5)
(9,UP,574.5)
(5,DOWN,580.0)
(3,DOWN,583.0)
(3,STILL,591.0)
(8,UP,593.5)
(6,DOWN,595.5)
(4,DOWN,601.0)
(6,UP,609.0)
(1,DOWN,616.5)
(8,UP,621.0)
(4,DOWN,624.0)
(4,STILL,626.0)
(8,UP,634.0)
(10,UP,636.0)
(5,DOWN,642.5)
(7,UP,647.0)
(5,DOWN,651.0)
(3,DOWN,653.0)
(2,DOWN,654.5)
(4,UP,657.0)
(9,UP,664.5)
(8,DOWN,668.5)
(8,STILL,671.0)
(7,DOWN,671.5)
(5,DOWN,673.5)
(1,DOWN,680.0)
(8,UP,689.5)
(6,DOWN,691.5)
(5,DOWN,693.0)
(3,DOWN,695.0)
(3,STILL,699.0)
(9,UP,705.0)
(2,DOWN,709.5)
(3,UP,711.0)
(3,STILL,719.0)
(8,UP,721.5)
(5,DOWN,727.5)
(6,UP,729.0)
(7,UP,736.5)
(9,UP,741.0)
(8,DOWN,742.5)
(4,DOWN,745.5)
(7,UP,748.0)
(6,DOWN,749.5)
(8,UP,755.0)
(7,DOWN,756.5)
(9,UP,759.0)
(8,DOWN,760.5)
(7,DOWN,766.5)
(1,DOWN,773.0)
(2,UP,776.5)
(1,DOWN,782.5)
(4,UP,791.5)
(1,DOWN,797.5)
(2,UP,802.5)
(7,UP,808.5)
(7,STILL,811.0)
(3,DOWN,813.0)
(4,UP,818.5)
(2,DOWN,825.0)
(2,STILL,827.0)
(10,UP,832.0)
(2,DOWN,837.0)
(8,UP,841.0)
(9,UP,842.5)
(4,DOWN,846.5)
(9,UP,854.5)
(8,DOWN,856.5)
(4,DOWN,859.5)
(3,DOWN,861.0)
(3,STILL,863.0)
(9,UP,867.0)
(6,DOWN,869.5)
(8,UP,871.5)
(5,DOWN,874.0)
(8,UP,876.5)
(3,DOWN,880.0)
(4,UP,881.5)
(5,UP,883.0)
(9,UP,886.0)
(8,DOWN,887.5)
(1,DOWN,893.5)
(1,STILL,899.0)
(1,STILL,903.0)
(8,UP,911.5)
(4,DOWN,918.0)
(3,DOWN,919.5)
(1,DOWN,923.0)
(8,UP,929.5)
(9,UP,931.0)
(5,DOWN,934.0)
(3,DOWN,936.0)
(9,UP,940.0)
(3,DOWN,944.0)
(8,UP,948.5)
(6,DOWN,950.5)
(4,DOWN,953.0)
(6,UP,957.0)
(1,DOWN,960.5)
(6,UP,966.5)
(5,DOWN,968.0)
(7,UP,970.0)
(1,DOWN,974.0)
(4,UP,976.5)
(9,UP,980.0)
(1,DOWN,986.0)
(5,UP,989.0)
(6,UP,990.5)
(2,DOWN,993.5)
(9,UP,998.0)
(10,UP,999.5)
(8,DOWN,1001.5)
(10,UP,1003.5)
(10,STILL,1005.5)
(9,DOWN,1010.5)
(8,DOWN,1012.5)
(3,DOWN,1016.5)
(6,UP,1019.0)
(6,STILL,1025.0)
(9,UP,1027.5)
(5,DOWN,1030.5)
(5,STILL,1037.0)
(6,UP,1038.5)
(2,DOWN,1046.0)
(6,UP,1052.0)
(4,DOWN,1054.0)
(4,STILL,1059.0)
(10,UP,1062.0)
(7,DOWN,1065.5)
(3,DOWN,1072.0)
(2,DOWN,1078.5)
(5,UP,1081.5)
(6,UP,1083.0)
(3,DOWN,1085.5)
(7,UP,1088.5)
(4,DOWN,1091.0)
(6,UP,1095.0)
(8,UP,1099.0)
(8,STILL,1107.0)
(6,DOWN,1115.0)
(2,DOWN,1124.0)
(1,DOWN,1128.5)
(5,UP,1131.5)
(8,UP,1134.0)
(2,DOWN,1138.0)
(2,STILL,1141.0)
(8,UP,1151.0)
(3,DOWN,1158.5)
(4,UP,1164.5)
(9,UP,1168.5)
(2,DOWN,1173.0)
(2,STILL,1177.0)
(8,UP,1185.0)
(4,DOWN,1190.0)
(2,DOWN,1197.0)
(3,UP,1202.5)
(6,UP,1211.5)
(4,DOWN,1217.0)
(9,UP,1222.5)
(4,DOWN,1230.5)
(1,DOWN,1233.0)
(2,UP,1234.5)
(3,UP,1236.0)
(9,UP,1240.0)
(7,DOWN,1242.0)
(5,DOWN,1244.0)
(8,UP,1246.5)
(2,DOWN,1251.0)
(3,UP,1256.5)
(4,UP,1264.5)
(4,STILL,1273.0)
(7,UP,1279.5)
(6,DOWN,1281.0)
(2,DOWN,1284.0)
(7,UP,1287.5)
(2,DOWN,1292.5)
(5,UP,1299.5)
(10,UP,1303.0)
(4,DOWN,1309.0)
(7,UP,1311.5)
(7,STILL,1313.5)
(2,DOWN,1318.5)
(2,STILL,1321.0)
(5,UP,1322.5)
(3,DOWN,1329.0)
(4,UP,1332.5)
(10,UP,1339.0)
(9,DOWN,1340.5)
(3,DOWN,1345.0)
(7,UP,1352.0)
(3,DOWN,1355.0)
(4,UP,1356.5)
(4,STILL,1358.5)
(3,DOWN,1359.0)
(4,UP,1360.5)
(8,UP,1364.0)
(2,DOWN,1369.0)
(8,UP,1373.0)
(7,DOWN,1374.5)
(2,DOWN,1380.5)
(4,UP,1382.5)
(8,UP,1388.0)
(3,DOWN,1394.5)
(5,UP,1397.0)
(4,DOWN,1398.5)
(7,UP,1401.0)
(3,DOWN,1404.0)
(1,DOWN,1406.0)
(8,UP,1413.5)
(3,DOWN,1417.0)
(7,UP,1420.0)
(6,DOWN,1422.5)
(1,DOWN,1426.0)
(1,STILL,1431.0)
(7,UP,1434.0)
(8,UP,1436.5)
(4,DOWN,1442.0)
(2,DOWN,1447.0)
(7,UP,1456.5)
(6,DOWN,1460.5)
(8,UP,1467.0)
(2,DOWN,1475.0)
(2,STILL,1481.0)
(9,UP,1489.5)
(6,DOWN,1492.0)
(6,STILL,1494.0)
(7,UP,1494.5)
(9,UP,1501.0)
(2,DOWN,1507.5)
(6,UP,1510.5)
(10,UP,1513.5)
(5,DOWN,1517.0)
(10,UP,1522.5)
(4,DOWN,1531.0)
(4,STILL,1535.0)
(6,UP,1543.0)
(4,DOWN,1545.0)
(6,UP,1551.0)
(5,DOWN,1552.5)
(9,UP,1555.5)
(1,DOWN,1560.5)
(8,UP,1565.0)
(4,DOWN,1568.0)
(6,UP,1570.0)
(5,DOWN,1571.5)
(3,DOWN,1575.0)
(3,STILL,1577.0)
(2,DOWN,1578.5)
(4,UP,1583.0)
(3,DOWN,1590.5)
(5,UP,1592.5)
(4,DOWN,1598.5)
(2,DOWN,1607.0)
(2,STILL,1611.0)
(8,UP,1619.0)
(8,STILL,1621.0)
(7,DOWN,1622.5)
(6,DOWN,1628.5)
(2,DOWN,1632.0)
(1,DOWN,1640.5)
(2,UP,1646.5)
(9,UP,1655.5)
(7,DOWN,1657.5)
(7,STILL,1659.5)
(4,DOWN,1661.5)
(2,DOWN,1663.5)
(9,UP,1673.5)
(3,DOWN,1681.0)
(10,UP,1687.5)
(3,DOWN,1695.5)
(9,UP,1699.5)
(4,DOWN,1703.0)
(8,UP,1706.0)
(7,DOWN,1710.5)
(3,DOWN,1713.5)
(10,UP,1718.0)
(4,DOWN,1722.0)
(5,UP,1723.5)
(2,DOWN,1726.0)
(2,STILL,1728.0)
(9,UP,1731.5)
(7,DOWN,1733.5)
(10,UP,1736.0)
(8,DOWN,1738.0)
(1,DOWN,1742.5)
(4,UP,1745.0)
(10,UP,1749.0)
(2,DOWN,1754.0)
(5,UP,1756.5)
(7,UP,1759.0)
(4,DOWN,1763.5)
(6,UP,1765.5)
(8,UP,1767.5)
(7,DOWN,1769.0)
(3,DOWN,1772.0)
(4,UP,1773.5)
(8,UP,1780.0)
(8,STILL,1787.0)
(9,UP,1794.5)
(2,DOWN,1799.0)
(3,UP,1800.5)
(3,STILL,1802.5)
(5,UP,1803.5)
(5,STILL,1809.0)
(5,STILL,1813.0)
(1,DOWN,1822.0)
(3,UP,1829.0)
(7,UP,1832.0)
(4,DOWN,1834.5)
(5,UP,1836.0)
(10,UP,1844.5)
(10,STILL,1851.0)
(4,DOWN,1854.0)
(2,DOWN,1856.0)
(5,UP,1858.5)
(10,UP,1862.5)
(6,DOWN,1866.0)
(2,DOWN,1872.0)
(8,UP,1877.0)
(7,DOWN,1882.5)
(10,UP,1885.0)
(7,DOWN,1887.5)
(4,DOWN,1891.5)
(8,UP,1894.5)
(6,DOWN,1897.0)
(9,UP,1903.5)
(6,DOWN,1906.0)
(5,DOWN,1907.5)
(9,UP,1910.5)
(5,DOWN,1916.0)
(4,DOWN,1922.5)
(6,UP,1924.5)
(5,DOWN,1926.5)
(3,DOWN,1933.0)
(5,UP,1937.0)
(6,UP,1942.5)
(3,DOWN,1945.0)
(5,UP,1947.0)
(4,DOWN,1948.5)
(3,DOWN,1950.5)
(3,STILL,1955.0)
(6,UP,1957.5)
(8,UP,1959.5)
(8,STILL,1961.5)
(7,DOWN,1962.0)
(7,STILL,1965.0)
(9,UP,1971.0)
(1,DOWN,1982.0)
(2,UP,1983.5)
(4,UP,1987.0)
(4,STILL,1989.0)
(5,UP,1992.5)
(6,UP,1996.5)
(3,DOWN,2001.5)
(2,DOWN,2004.5)
(3,UP,2010.5)
(3,STILL,2017.0)
(3,STILL,2025.0)
(7,UP,2034.0)
(8,UP,2040.5)
(2,DOWN,2047.0)
(8,UP,2051.0)
(6,DOWN,2055.0)
(10,UP,2058.0)
(8,DOWN,2063.0)
(5,DOWN,2071.5)
(4,DOWN,2074.5)
(6,UP,2079.0)
(3,DOWN,2085.5)
(7,UP,2088.5)
(3,DOWN,2091.5)
(8,UP,2095.0)
(7,DOWN,2096.5)
(7,STILL,2101.0)
(2,DOWN,2106.5)
(4,UP,2111.0)
(1,DOWN,2115.5)
(4,UP,2118.0)
(8,UP,2121.0)
(8,STILL,2123.0)
(5,DOWN,2124.5)
(8,UP,2127.0)
(1,DOWN,2131.5)
(3,UP,2133.5)
(8,UP,2137.0)
(1,DOWN,2141.5)
(9,UP,2146.5)
(2,DOWN,2151.0)
(9,UP,2155.5)
(5,DOWN,2158.5)
(4,DOWN,2160.0)
(6,UP,2162.0)
(8,UP,2164.0)
(9,UP,2170.5)
(4,DOWN,2174.0)
(1,DOWN,2176.5)
(4,UP,2181.5)
(9,UP,2190.5)
(3,DOWN,2194.5)
(1,DOWN,2196.5)
(8,UP,2201.0)
(2,DOWN,2205.0)
(4,UP,2207.0)
(10,UP,2213.0)
(6,DOWN,2216.0)
(7,UP,2217.5)
(8,UP,2219.0)
(3,DOWN,2222.5)
(10,UP,2227.0)
(9,DOWN,2228.5)
(9,STILL,2235.0)
(5,DOWN,2238.0)
(1,DOWN,2242.0)
(3,UP,2245.0)
(9,UP,2251.0)
(2,DOWN,2257.5)
(4,UP,2259.5)
(5,UP,2261.0)
(1,DOWN,2264.0)
(9,UP,2269.0)
(4,DOWN,2272.5)
(5,UP,2274.0)
(7,UP,2276.0)
(2,DOWN,2282.5)
(9,UP,2287.0)
(9,STILL,2289.0)
(9,STILL,2293.0)
(5,DOWN,2298.0)
(10,UP,2304.5)
(4,DOWN,2311.0)
(8,UP,2314.0)
(3,DOWN,2322.5)
(2,DOWN,2324.0)
(6,UP,2330.0)
(3,DOWN,2335.5)
(5,UP,2337.5)
(3,DOWN,2343.0)
(7,UP,2350.0)
(4,DOWN,2353.5)
(9,UP,2360.5)
(2,DOWN,2365.0)
(10,UP,2370.0)
(3,DOWN,2374.5)
(7,UP,2378.0)
(5,DOWN,2381.0)
(9,UP,2384.0)
(6,DOWN,2387.5)
(4,DOWN,2395.0)
(1,DOWN,2399.5)
(5,UP,2408.0)
(10,UP,2411.5)
(2,DOWN,2416.5)
(9,UP,2421.5)
(2,DOWN,2426.0)
(1,DOWN,2427.5)
(9,UP,2434.0)
(9,STILL,2436.0)
(2,DOWN,2443.5)
(6,UP,2448.0)
(6,STILL,2453.0)
(3,DOWN,2459.5)
(6,UP,2463.5)
(9,UP,2466.0)
(1,DOWN,2471.0)
(7,UP,2475.0)
(3,DOWN,2478.0)
(8,UP,2481.5)
(5,DOWN,2484.0)
(6,UP,2485.5)
(3,DOWN,2488.0)
(5,UP,2490.0)
(4,DOWN,2491.5)
(3,DOWN,2493.0)
(7,UP,2496.0)
(8,UP,2497.5)
(3,DOWN,2501.0)
(10,UP,2505.5)
(9,DOWN,2507.0)
(4,DOWN,2510.5)
(6,UP,2512.5)
(4,DOWN,2514.5)
(5,UP,2516.0)
(2,DOWN,2518.5)
(1,DOWN,2520.0)
(5,UP,2523.0)
(3,DOWN,2527.0)
(5,UP,2531.0)
(6,UP,2532.5)
(10,UP,2535.5)
(8,DOWN,2537.5)
(3,DOWN,2541.0)
(1,DOWN,2545.0)
(2,UP,2548.5)
(7,UP,2556.5)
(1,DOWN,2560.5)
(6,UP,2564.5)
(5,DOWN,2568.5)
(6,UP,2572.5)
(6,STILL,2581.0)
(4,DOWN,2589.0)
(2,DOWN,2595.0)
(7,UP,2598.5)
(10,UP,2605.5)
(7,DOWN,2611.5)
(5,DOWN,2613.5)
(8,UP,2619.5)
(5,DOWN,2622.0)
(1,DOWN,2626.0)
(6,UP,2632.5)
(4,DOWN,2634.5)
(6,UP,2641.0)
(9,UP,2643.5)
(10,UP,2645.0)
(8,DOWN,2647.0)
(10,UP,2649.0)
(4,DOWN,2653.0)
(6,UP,2655.0)
(6,STILL,2657.0)
(10,UP,2660.0)
(9,DOWN,2661.5)
(1,DOWN,2668.0)
(1,STILL,2670.0)
(9,UP,2674.0)
(5,DOWN,2680.0)
(4,DOWN,2682.5)
(2,DOWN,2687.0)
(3,UP,2688.5)
(2,DOWN,2696.5)
(4,UP,2698.5)
(8,UP,2701.5)
(5,DOWN,2704.0)
(10,UP,2707.5)
(5,DOWN,2711.0)
(3,DOWN,2713.0)
(1,DOWN,2715.0)
(6,UP,2718.5)
(4,DOWN,2721.0)
(9,UP,2724.5)
(4,DOWN,2730.5)
(4,STILL,2733.0)
(7,UP,2735.5)
(9,UP,2737.5)
(4,DOWN,2741.0)
(3,DOWN,2744.5)
(9,UP,2755.0)
(1,DOWN,2760.0)
(1,STILL,2762.0)
(7,UP,2765.0)
(5,DOWN,2767.0)
(8,UP,2769.5)
(5,DOWN,2777.5)
(7,UP,2779.5)
(8,UP,2781.0)
(6,DOWN,2783.0)
(9,UP,2785.5)
(1,DOWN,2794.0)
(6,UP,2798.5)
(5,DOWN,2804.5)
(9,UP,2808.0)
(2,DOWN,2815.5)
(6,UP,2818.5)
(9,UP,2821.0)
(5,DOWN,2824.0)
(1,DOWN,2827.0)
(2,UP,2828.5)
(7,UP,2832.0)
(7,STILL,2834.0)
(2,DOWN,2836.5)
(4,UP,2838.5)
(6,UP,2840.5)
(9,UP,2843.0)
(6,DOWN,2845.5)
(2,DOWN,2850.0)
(7,UP,2853.5)
(4,DOWN,2856.0)
(6,UP,2859.0)
(8,UP,2861.0)
(1,DOWN,2871.5)
(1,STILL,2877.0)
(2,UP,2878.5)
(5,UP,2883.5)
(7,UP,2891.0)
(1,DOWN,2895.0)
(6,UP,2902.5)
(3,DOWN,2905.5)
(9,UP,2909.5)
(9,STILL,2911.5)
(4,DOWN,2914.0)
(10,UP,2918.0)
(2,DOWN,2924.0)
(9,UP,2929.5)
(8,DOWN,2931.0)
(9,UP,2932.5)
(3,DOWN,2936.5)
(7,UP,2939.5)
(3,DOWN,2942.5)
(5,UP,2947.0)
(6,UP,2948.5)
(4,DOWN,2953.0)
(2,DOWN,2955.0)
(3,UP,2958.5)
(9,UP,2963.0)
(7,DOWN,2965.0)
(9,UP,2971.0)
(10,UP,2972.5)
(5,DOWN,2980.5)
(2,DOWN,2987.5)
(4,UP,2991.0)
(2,DOWN,2995.0)
(3,UP,2998.5)
(7,UP,3006.0)
(1,DOWN,3011.0)
(4,UP,3013.5)
(1,DOWN,3016.0)
(9,UP,3021.0)
(2,DOWN,3025.5)
(4,UP,3027.5)
(7,UP,3030.0)
(5,DOWN,3037.0)
(7,UP,3043.0)
(6,DOWN,3046.5)
(4,DOWN,3053.0)
(2,DOWN,3059.0)
(4,UP,3065.0)
(5,UP,3070.5)
(2,DOWN,3079.5)
(10,UP,3084.5)
(2,DOWN,3090.0)
(5,UP,3092.5)
(8,UP,3095.0)
(1,DOWN,3099.5)
(6,UP,3103.0)
(7,UP,3104.5)
(8,UP,3106.0)
(7,DOWN,3107.5)
(2,DOWN,3111.0)
(7,UP,3114.5)
(9,UP,3119.0)
(8,DOWN,3120.5)
(4,DOWN,3128.0)
(6,UP,3130.0)
(3,DOWN,3132.5)
(9,UP,3137.0)
(8,DOWN,3138.5)
(7,DOWN,3142.5)
(7,STILL,3151.0)
(5,DOWN,3152.0)
(8,UP,3157.5)
(3,DOWN,3161.0)
(8,UP,3164.5)
(2,DOWN,3168.5)
(2,STILL,3170.5)
(1,DOWN,3171.0)
(6,UP,3174.5)
(2,DOWN,3177.5)
(2,STILL,3181.0)
(6,UP,3184.0)
(1,DOWN,3192.5)
(3,UP,3195.0)
(2,DOWN,3198.5)
(6,UP,3206.0)
(4,DOWN,3209.0)
(2,DOWN,3211.0)
(2,STILL,3213.0)
(3,UP,3213.5)
(1,DOWN,3217.0)
(10,UP,3222.5)
(4,DOWN,3226.5)
(1,DOWN,3229.0)
(5,UP,3232.0)
(7,UP,3234.0)
(3,DOWN,3237.0)
(4,UP,3238.5)
(8,UP,3241.5)
(5,DOWN,3247.5)
(2,DOWN,3251.5)
(5,UP,3254.0)
(2,DOWN,3256.5)
(4,UP,3259.0)
(9,UP,3262.5)
(6,DOWN,3265.0)
(5,DOWN,3268.5)
(1,DOWN,3271.5)
(9,UP,3276.5)
(8,DOWN,3278.0)
(7,DOWN,3279.5)
(8,UP,3286.5)
(5,DOWN,3289.0)
(6,UP,3290.5)
(3,DOWN,3295.5)
(5,UP,3297.5)
(8,UP,3300.0)
(9,UP,3302.5)
(9,STILL,3305.0)
(3,DOWN,3311.0)
(1,DOWN,3313.0)
(9,UP,3320.0)
(1,DOWN,3326.0)
(1,STILL,3329.0)
(6,UP,3336.5)
(3,DOWN,3343.5)
(7,UP,3346.5)
(10,UP,3349.0)
(1,DOWN,3356.5)
(4,UP,3359.0)
(10,UP,3363.0)
(2,DOWN,3372.0)
(2,STILL,3374.0)
(8,UP,3377.0)
(6,DOWN,3379.0)
(7,UP,3380.5)
(7,STILL,3383.0)
(4,DOWN,3391.5)
(3,DOWN,3393.0)
(2,DOWN,3398.5)
(6,UP,3404.0)
(2,DOWN,3410.0)
(10,UP,3415.0)
(2,DOWN,3420.0)
(10,UP,3425.0)
(7,DOWN,3427.5)
(3,DOWN,3430.5)
(7,UP,3433.5)
(5,DOWN,3435.5)
(4,DOWN,3437.0)
(6,UP,3439.0)
(7,UP,3440.5)
(5,DOWN,3445.0)
(7,UP,3453.0)
(8,UP,3460.5)
(9,UP,3462.0)
(9,STILL,3464.0)
(7,DOWN,3471.0)
(5,DOWN,3479.0)
(9,UP,3482.0)
(1,DOWN,3487.0)
(2,UP,3488.5)
(7,UP,3492.5)
(9,UP,3495.0)
(4,DOWN,3500.5)
(3,DOWN,3502.0)
(10,UP,3506.5)
(2,DOWN,3514.0)
(1,DOWN,3515.5)
(9,UP,3520.5)
(2,DOWN,3525.0)
(2,STILL,3527.0)
(7,UP,3529.5)
(6,DOWN,3531.0)
(10,UP,3534.0)
(7,DOWN,3537.5)
(9,UP,3545.0)
(9,STILL,3547.0)
(9,STILL,3551.0)
(10,UP,3558.5)
(8,DOWN,3561.0)
(5,DOWN,3565.5)
(2,DOWN,3571.5)
(10,UP,3580.0)
(8,DOWN,3585.0)
(9,UP,3586.5)
(9,STILL,3588.5)
(8,DOWN,3589.0)
(5,DOWN,3593.5)
(8,UP,3599.5)
(5,DOWN,3602.0)
(9,UP,3610.0)
(8,DOWN,3611.5)
(5,DOWN,3614.0)
(3,DOWN,3621.0)
(2,DOWN,3622.5)
(10,UP,3630.0)
(8,DOWN,3632.0)
(2,DOWN,3636.0)
(7,UP,3639.5)
(4,DOWN,3642.0)
(6,UP,3644.0)
(9,UP,3646.5)
(8,DOWN,3648.0)
(1,DOWN,3652.5)
(4,UP,3655.0)
(1,DOWN,3657.5)
(8,UP,3662.0)
(8,STILL,3664.0)
(8,STILL,3667.0)
(9,UP,3670.5)
(4,DOWN,3674.5)
(9,UP,3682.5)
(10,UP,3684.0)
(4,DOWN,3688.0)
(8,UP,3691.0)
(6,DOWN,3693.0)
(9,UP,3695.5)
(3,DOWN,3699.5)
(8,UP,3703.0)
(8,STILL,3705.0)
(5,DOWN,3706.5)
(5,STILL,3708.5)
(9,UP,3710.5)
(4,DOWN,3714.0)
(7,UP,3716.5)
(9,UP,3718.5)
(4,DOWN,3722.0)
(9,UP,3725.5)
(9,STILL,3727.5)
(4,DOWN,3730.5)
(5,UP,3736.5)
(10,UP,3740.0)
(2,DOWN,3745.0)
(4,UP,3747.0)
(3,DOWN,3752.5)
(6,UP,3757.5)
(1,DOWN,3764.5)
(7,UP,3768.5)
(3,DOWN,3771.5)
(5,UP,3773.5)
(2,DOWN,3776.0)
(7,UP,3779.5)
(6,DOWN,3781.0)
(6,STILL,3783.0)
(5,DOWN,3783.5)
(7,UP,3785.5)
(9,UP,3787.5)
(8,DOWN,3790.5)
(10,UP,3797.0)
(1,DOWN,3804.5)
(5,UP,3807.5)
(2,DOWN,3810.0)
(6,UP,3814.0)
(2,DOWN,3822.0)
(7,UP,3828.5)
(7,STILL,3830.5)
(8,UP,3834.5)
(10,UP,3839.0)
(7,DOWN,3847.5)
(2,DOWN,3851.0)
(4,UP,3853.0)
(7,UP,3857.5)
(5,DOWN,3863.0)
(9,UP,3866.0)
(2,DOWN,3870.5)
(10,UP,3876.0)
(9,DOWN,3878.5)
(4,DOWN,3882.0)
(4,STILL,3885.0)
(7,UP,3889.5)
(9,UP,3895.0)
(3,DOWN,3899.0)
(1,DOWN,3901.0)
(4,UP,3903.5)
(6,UP,3911.0)
(5,DOWN,3912.5)
(4,DOWN,3914.0)
(1,DOWN,3917.5)
(3,UP,3923.0)
(4,UP,3928.5)
(1,DOWN,3937.5)
(5,UP,3942.0)
(3,DOWN,3949.0)
(7,UP,3956.0)
(6,DOWN,3957.5)
(2,DOWN,3960.5)
(9,UP,3965.0)
(2,DOWN,3969.5)
(4,UP,3971.5)
(5,UP,3973.0)
(4,DOWN,3974.5)
(8,UP,3980.0)
(2,DOWN,3987.0)
(1,DOWN,3992.5)
(7,UP,4003.0)
(4,DOWN,4009.5)
(10,UP,4019.0)
(3,DOWN,4023.5)
(1,DOWN,4025.5)
(2,UP,4027.0)
(4,UP,4029.0)
(4,STILL,4031.0)
(10,UP,4037.0)
(5,DOWN,4042.5)
(8,UP,4045.0)
(2,DOWN,4051.0)
(10,UP,4056.0)
(9,DOWN,4057.5)
(5,DOWN,4066.0)
(7,UP,4068.0)
(5,DOWN,4070.0)
(7,UP,4077.0)
(3,DOWN,4080.0)
(5,UP,4087.0)
(3,DOWN,4089.0)
(2,DOWN,4090.5)
(9,UP,4095.0)
(1,DOWN,4100.0)
(3,UP,4102.0)
(7,UP,4105.0)
(6,DOWN,4106.5)
(7,UP,4108.5)
(8,UP,4112.5)
(7,DOWN,4114.0)
(9,UP,4121.0)
(7,DOWN,4125.0)
(8,UP,4132.5)
(2,DOWN,4139.0)
(4,UP,4145.0)
(9,UP,4154.5)
(5,DOWN,4160.0)
(6,UP,4164.5)
(7,UP,4170.5)
(4,DOWN,4179.5)
(6,UP,4183.0)
(2,DOWN,4188.0)
(10,UP,4196.0)
(5,DOWN,4199.5)
(7,UP,4201.5)
(9,UP,4203.5)
(6,DOWN,4211.5)
(8,UP,4213.5)
(2,DOWN,4217.5)
(4,UP,4219.5)
(7,UP,4222.0)
(1,DOWN,4229.0)
(10,UP,4234.5)
(7,DOWN,4239.5)
(5,DOWN,4241.5)
(4,DOWN,4243.0)
(3,DOWN,4246.5)
(7,UP,4256.0)
(6,DOWN,4257.5)
(2,DOWN,4264.0)
(4,UP,4266.0)
(9,UP,4269.5)
(10,UP,4271.0)
(4,DOWN,4277.0)
(3,DOWN,4278.5)
(2,DOWN,4282.5)
(9,UP,4287.0)
(5,DOWN,4290.0)
(3,DOWN,4292.0)
(6,UP,4297.5)
(5,DOWN,4300.5)
(6,UP,4308.5)
(7,UP,4310.5)
(5,DOWN,4315.0)
(9,UP,4324.0)
(5,DOWN,4328.0)
(10,UP,4331.5)
(7,DOWN,4337.5)
(6,DOWN,4342.5)
(6,STILL,4351.0)
(8,UP,4359.0)
(9,UP,4366.5)
(8,DOWN,4368.0)
(2,DOWN,4377.0)
(6,UP,4382.0)
